BioSample_s	SAMN03565741	SAMN03565809	SAMN03565808	SAMN03565807	SAMN03565806	SAMN03565805	SAMN03565793	SAMN03565794	SAMN03565795	SAMN03565796	SAMN03565797	SAMN03565798	SAMN03565799	SAMN03565800	SAMN03565801	SAMN03565802	SAMN03565803	SAMN03565804	SAMN03565769	SAMN03565770	SAMN03565771	SAMN03565772	SAMN03565773	SAMN03565774	SAMN03565775	SAMN03565776	SAMN03565777	SAMN03565778	SAMN03565779	SAMN03565780	SAMN03565781	SAMN03565782	SAMN03565783	SAMN03565784	SAMN03565785	SAMN03565786	SAMN03565787	SAMN03565788	SAMN03565789	SAMN03565790	SAMN03565791	SAMN03565792	SAMN03565719	SAMN03565721	SAMN03565722	SAMN03565723	SAMN03565724	SAMN03565725	SAMN03565726	SAMN03565727	SAMN03565728	SAMN03565729	SAMN03565730	SAMN03565731	SAMN03565732	SAMN03565733	SAMN03565734	SAMN03565735	SAMN03565736	SAMN03565737	SAMN03565738	SAMN03565739	SAMN03565740	SAMN03565742	SAMN03565743	SAMN03565744	SAMN03565745	SAMN03565746	SAMN03565747	SAMN03565748	SAMN03565749	SAMN03565750	SAMN03565751	SAMN03565752	SAMN03565753	SAMN03565754	SAMN03565755	SAMN03565756	SAMN03565757	SAMN03565758	SAMN03565759	SAMN03565760	SAMN03565761	SAMN03565762	SAMN03565763	SAMN03565764	SAMN03565765	SAMN03565766	SAMN03565767	SAMN03565768	SAMN03565707	SAMN03565708	SAMN03565709	SAMN03565710	SAMN03565711	SAMN03565712	SAMN03565713	SAMN03565714	SAMN03565715	SAMN03565716	SAMN03565717	SAMN03565718	SAMN03565720
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Bilophila	0.0	0.00013381506757660912	0.0003252032520325203	0.0	0.0004534461910519951	0.0005011275369581559	0.0	0.0	0.0	0.0005592841163310962	0.0	0.0003627130939426913	0.00016923337282112033	0.0	0.0007739938080495357	0.0	0.0	0.0	0.0006237006237006237	0.0005272871078302136	0.0	0.0	0.004825922095829025	0.000326797385620915	0.0	0.0	0.00047498416719442683	0.0005538631957906397	0.0	0.00023832221163012392	0.0	0.0011068068622025456	0.00024752475247524753	0.0004677268475210477	0.0005599104143337066	0.0	0.0006191950464396285	0.0	0.0	0.0	0.0006211180124223603	0.0006891798759476223	0.0078125	0.000446927374301676	0.00049800796812749	0.0	0.0	0.0003572704537334762	0.0002382654276864427	0.0	0.0	0.0	0.00045955882352941176	0.0	0.00021973192704900023	0.0007864726700747149	0.0	0.0005258545135845749	0.0006553938917289291	0.0	0.0	0.00021128248468201986	0.0	0.0004991265285749938	0.0003503240497460151	0.0	0.00029437739181630853	0.0011673151750972765	0.0006339814032121725	0.00014058765640376775	0.0	0.0	0.0	0.0002926972047416947	0.00016283992835043154	0.0003830439223697651	0.00047341013097680287	0.00014461315979754158	0.0	0.0005034401745259272	0.00031496062992125983	0.0010062893081761006	0.00040074806305102857	0.0017133066818960595	0.0	0.0	0.0	0.0005706134094151213	0.0	0.0	0.00014803849000740192	0.0002249971875351558	0.0	0.00018171906232963838	0.0011072834645669291	0.0	0.0	0.0	0.0	0.0	0.0002573340195573855	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Desulfovibrio	0.0	0.004014452027298274	0.008455284552845528	0.0	0.006045949214026602	0.0	0.0	0.0	0.0	0.0	0.004640371229698376	0.0	0.0	0.0	0.0	0.0	0.00032425421530479895	0.0	0.0	0.0	0.0	0.0	0.0	0.006862745098039216	0.0	0.0	0.0	0.0	0.0	0.0011916110581506197	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005445981748601708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001678133915086424	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002853067047075606	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Campylobacteraceae;g__Campylobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.006037189084762135	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014803849000740192	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0008787346221441124	0.00020052135552436334	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00014869888475836432	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00024009603841536616	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00041407867494824016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005359056806002144	0.0	0.00019135093761959434	0.0001559332605644784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00020395676116663266	0.0	0.0	0.00021132713440405747	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00029607698001480384	0.0	0.0	0.0	0.000984251968503937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Citrobacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.01186264308012487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0037128712871287127	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Escherichia/Shigella	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002636203866432337	0.0	0.0	0.0	0.0	0.0	0.009503122454520771	0.0005159958720330237	0.0	0.0	0.0	0.0	0.0	0.00020652622883106156	0.00026602819898909286	0.0	0.0	0.0	0.0004801920768307323	0.00015832805573147562	0.0	0.0	0.0	0.0	0.001936912008854455	0.002227722772277228	0.002104770813844715	0.0	0.003815469996531391	0.0	0.0006211180124223603	0.0	0.00020366598778004074	0.0	0.00022972662531587412	0.00026041666666666666	0.0	0.0	0.0	0.0	0.0003572704537334762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0002195389681668496	0.0	0.0	0.0	0.0002495632642874969	0.0	0.0	0.0	0.0	0.0	0.0	0.0002414875633904854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005921539600296077	0.0	0.00021598272138228941	0.0	0.006766732283464567	0.00018986140117714068	0.0	0.0	0.0	0.0	0.0002573340195573855	0.0	0.00025207965717166626
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae;g__Pluralibacter	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004393673110720562	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00027693159789531985	0.0	0.0	0.0006489292667099286	0.0002767017155506364	0.0004950495049504951	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002864583333333333	0.0	0.0	0.0	0.0	0.0005359056806002144	0.0	0.0	0.0	0.0	0.00022977941176470588	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00010799136069114471	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00025207965717166626
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Haemophilus	0.0	0.00013381506757660912	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.001088139281828074	0.0	0.0005430355688297583	0.0	0.0	0.0	0.0	0.0	0.0007909306617453205	0.0	0.00026602819898909286	0.0	0.0	0.0005226025607525476	0.00024009603841536616	0.0	0.0013846579894765993	0.00015264845061822624	0.0	0.00012978585334198572	0.0	0.0	0.0	0.0	0.01040582726326743	0.0	0.00041407867494824016	0.00012924906294429367	0.0	0.0	0.00022972662531587412	0.00026041666666666666	0.000223463687150838	0.0	0.0	0.0	0.0	0.0004765308553728854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00039323633503735744	0.0	0.0011918951132300357	0.0	0.0	0.0002495632642874969	0.0	0.0004079135223332653	0.0	0.0	0.00021132713440405747	0.0002811753128075355	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0001678133915086424	0.0	0.0	0.0	0.0	0.0	0.0	0.0031897926634768745	0.002567760342368046	0.0	0.0	0.0	0.0001124985937675779	0.0	0.0	0.002091535433070866	0.0	0.0	0.0	0.0003722315280104225	0.0	0.0	0.0	0.00025207965717166626
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Pseudomonas	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015467904098994587	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0014624817189785129	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae;g__Anaeroplasma	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17451466336224702	0.0	0.0003447087211306446	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__Coraliomargarita	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002806361085126286	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002854006586169045	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000755939524838013	0.00018171906232963838	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Akkermansia	0.0	0.003345376689415228	0.0006504065040650406	0.0	0.00015114873035066505	0.0	0.0	0.0	0.0004010427110487267	0.0013982102908277406	0.0	0.0	0.004400067693349129	0.0	0.00980392156862745	0.0	0.002269779507133593	0.0	0.0002079002079002079	0.0010545742156604272	0.0008261049153242462	0.0013301409949454642	0.0013788348845225785	0.0	0.0005226025607525476	0.0024009603841536613	0.00015832805573147562	0.0	0.0	0.0	0.0005191434133679429	0.0011068068622025456	0.00024752475247524753	0.0	0.0005599104143337066	0.0	0.000825593395252838	0.0	0.0005169962517771747	0.0	0.00020703933747412008	0.0	0.005208333333333333	0.0	0.00049800796812749	0.01419939577039275	0.004545454545454545	0.0	0.0	0.0	0.0001559332605644784	0.00027932960893854746	0.0	0.0015878056525881232	0.0017578554163920018	0.007340411587364005	0.0001552312946289972	0.0010517090271691498	0.0	0.002854006586169045	0.0	0.0	0.00042607584149978694	0.0004991265285749938	0.00017516202487300754	0.0	0.00044156608772446274	0.0015564202334630351	0.002324598478444632	0.00014058765640376775	0.0	0.0030441400304414	0.022542266750156543	0.0011707888189667788	0.002442598925256473	0.0	0.0	0.0013015184381778742	0.0003268507926131721	0.0003356267830172848	0.0	0.0	0.003606732567459257	0.005520654863887303	0.0	0.0003380091262464086	0.0	0.0	0.0	0.0	0.00014803849000740192	0.0029249634379570257	0.0011879049676025918	0.0007268762493185535	0.0	0.0	0.022527991366518278	0.01088116065713676	0.0	0.0018552875695732839	0.0002573340195573855	0.0007871949619522435	0.00025207965717166626
